created_at,entry_id,temp,humidity,lux,Noise,CO2
2024-05-31 12:00:00+02:00,588.0,25.30999999999999,58.169999999999995,10694.166666666666,52.93,397.0
2024-05-31 12:30:00+02:00,589.0,27.869999999999994,55.56333333333333,12976.946666666665,35.28666666666667,388.6666666666667
2024-05-31 13:00:00+02:00,590.0,29.78666666666666,51.303333333333335,16271.666666666666,17.643333333333334,392.6666666666667
2024-05-31 13:30:00+02:00,591.0,30.119999999999994,45.75,15307.776666666665,0.0,394.6666666666667
2024-05-31 14:00:00+02:00,592.0,28.829999999999995,42.29666666666666,13933.053333333331,0.0,402.6666666666667
2024-05-31 14:30:00+02:00,593.0,29.05999999999999,39.76666666666667,12775.83333333333,0.0,402.3333333333333
2024-05-31 15:00:00+02:00,594.0,29.919999999999998,38.31666666666666,13885.83333333333,0.0,399.6666666666667
2024-05-31 15:30:00+02:00,595.0,31.23666666666666,36.74,15412.776666666663,0.0,401.3333333333333
2024-05-31 16:00:00+02:00,596.0,32.27,35.10999999999999,16238.886666666664,20.086666666666666,403.0
2024-05-31 16:30:00+02:00,597.0,35.233333333333334,34.03333333333334,15481.109999999995,40.17333333333333,403.6666666666667
2024-05-31 17:00:00+02:00,598.0,39.373333333333335,29.906666666666666,21407.499999999996,60.26,404.0
2024-05-31 17:30:00+02:00,599.0,40.36666666666667,27.826666666666668,23839.16666666666,60.26,405.6666666666667
2024-05-31 18:00:00+02:00,600.0,39.699999999999996,24.826666666666668,28277.499999999996,60.26,408.0
2024-05-31 18:30:00+02:00,601.0,34.12,29.94333333333334,19001.389999999996,60.26,406.3333333333333
2024-05-31 19:00:00+02:00,602.0,28.186666666666667,39.77333333333333,10450.833333333328,60.26,402.6666666666667
2024-05-31 19:30:00+02:00,603.0,21.966666666666665,51.68000000000001,2639.166666666662,60.26,410.3333333333333
2024-05-31 20:00:00+02:00,604.0,19.58,59.913333333333334,1135.2766666666619,59.916666666666664,425.3333333333333
2024-05-31 20:30:00+02:00,605.0,19.09,63.05333333333334,630.5566666666618,59.57333333333333,443.3333333333333
2024-05-31 21:00:00+02:00,606.0,18.973333333333333,66.34333333333335,378.3333333333285,59.23,448.6666666666667
2024-05-31 21:30:00+02:00,607.0,18.80333333333333,69.21,237.49999999999514,59.23,449.6666666666667
2024-05-31 22:00:00+02:00,608.0,18.466666666666665,72.07,84.71999999999515,59.23,438.0
2024-05-31 22:30:00+02:00,609.0,18.126666666666665,73.53999999999999,38.609999999995146,59.23,443.0
2024-05-31 23:00:00+02:00,610.0,17.849999999999998,73.99,1.1099999999951493,59.23,452.0
2024-05-31 23:30:00+02:00,611.0,17.799999999999997,74.14333333333333,0.0,59.23,466.6666666666667
2024-06-01 00:00:00+02:00,612.0,17.716666666666665,75.17333333333333,0.0,60.48666666666666,476.3333333333333
2024-06-01 00:30:00+02:00,613.0,17.609999999999996,76.17,0.0,61.74333333333334,480.3333333333333
2024-06-01 01:00:00+02:00,614.0,17.2,78.09333333333333,0.0,63.0,479.0
2024-06-01 01:30:00+02:00,615.0,17.08,79.54666666666667,0.0,63.0,469.6666666666667
2024-06-01 02:00:00+02:00,616.0,17.016666666666666,80.50666666666666,0.0,63.0,465.0
2024-06-01 02:30:00+02:00,617.0,17.006666666666664,81.35666666666667,0.0,63.0,464.0
2024-06-01 03:00:00+02:00,618.0,16.689999999999998,83.01666666666667,0.0,63.0,471.3333333333333
2024-06-01 03:30:00+02:00,619.0,16.289999999999996,85.03333333333333,0.0,63.0,478.6666666666667
2024-06-01 04:00:00+02:00,620.0,16.09333333333333,85.98666666666666,0.0,64.83666666666666,494.0
2024-06-01 04:30:00+02:00,621.0,16.049999999999997,86.17,0.276666666661816,66.67333333333333,501.3333333333333
2024-06-01 05:00:00+02:00,622.0,16.02666666666666,86.34333333333332,4.99999999999515,68.51,504.6666666666667
2024-06-01 05:30:00+02:00,623.0,16.08,86.69333333333334,41.109999999995146,68.51,502.3333333333333
2024-06-01 06:00:00+02:00,624.0,16.196666666666665,86.89333333333333,131.38999999999515,68.51,504.3333333333333
2024-06-01 06:30:00+02:00,625.0,16.439999999999998,86.88666666666666,473.88999999999515,68.51,497.6666666666667
2024-06-01 07:00:00+02:00,626.0,16.859999999999996,86.55,939.4466666666618,68.51,482.3333333333333
2024-06-01 07:30:00+02:00,627.0,17.036666666666665,86.06,1228.0566666666618,68.51,469.6666666666667
2024-06-01 08:00:00+02:00,628.0,17.266666666666666,85.76666666666667,1534.7233333333286,65.19333333333334,473.6666666666667
2024-06-01 08:30:00+02:00,629.0,17.439999999999998,85.58666666666666,1940.8333333333285,61.876666666666665,481.3333333333333
2024-06-01 09:00:00+02:00,630.0,17.48333333333333,85.93666666666667,1946.389999999995,58.56,487.6666666666667
2024-06-01 09:30:00+02:00,631.0,17.529999999999998,86.08333333333333,1982.2233333333286,58.56,485.6666666666667
2024-06-01 10:00:00+02:00,632.0,17.749999999999996,86.19666666666667,1868.3366666666618,58.56,471.0
2024-06-01 10:30:00+02:00,633.0,18.439999999999998,85.38333333333333,2668.336666666662,58.56,460.3333333333333
2024-06-01 11:00:00+02:00,634.0,18.91666666666666,85.06333333333333,2860.0033333333286,58.56,450.3333333333333
2024-06-01 11:30:00+02:00,635.0,19.12333333333333,85.19333333333333,3198.056666666662,58.56,458.6666666666667
2024-06-01 12:00:00+02:00,636.0,19.389999999999997,85.57000000000001,3196.109999999995,56.800000000000004,442.6666666666667
2024-06-01 12:30:00+02:00,637.0,20.743333333333332,82.69666666666667,6288.886666666662,55.04,418.0
2024-06-01 13:00:00+02:00,638.0,22.793333333333333,76.51666666666667,9310.276666666663,53.28,402.3333333333333
2024-06-01 13:30:00+02:00,639.0,24.586666666666662,68.95,10776.666666666662,53.28,398.3333333333333
2024-06-01 14:00:00+02:00,640.0,24.72333333333333,66.45666666666666,9452.776666666661,53.28,411.0
2024-06-01 14:30:00+02:00,641.0,24.626666666666665,65.72,7181.6666666666615,53.28,418.6666666666667
2024-06-01 15:00:00+02:00,642.0,24.006666666666664,68.19,7122.223333333328,53.28,427.6666666666667
2024-06-01 15:30:00+02:00,643.0,24.796666666666663,66.39,8808.889999999994,53.28,436.0
2024-06-01 16:00:00+02:00,644.0,26.74,62.35,14207.776666666663,55.13333333333333,431.3333333333333
2024-06-01 16:30:00+02:00,645.0,27.119999999999994,60.04,14683.886666666664,56.98666666666667,425.6666666666667
2024-06-01 17:00:00+02:00,646.0,27.933333333333326,56.593333333333334,17091.38666666666,58.84,418.0
2024-06-01 17:30:00+02:00,647.0,28.916666666666668,52.629999999999995,19793.05333333333,58.84,412.6666666666667
2024-06-01 18:00:00+02:00,648.0,33.21,43.916666666666664,31387.496666666662,58.84,419.3333333333333
2024-06-01 18:30:00+02:00,649.0,31.956666666666663,45.629999999999995,27013.05333333333,58.84,414.0
2024-06-01 19:00:00+02:00,650.0,28.02333333333333,54.906666666666666,18101.66666666666,58.84,430.0
2024-06-01 19:30:00+02:00,651.0,22.64333333333333,66.44333333333333,4313.613333333328,58.84,442.3333333333333
2024-06-01 20:00:00+02:00,652.0,21.399999999999995,71.33999999999999,2480.279999999995,59.92333333333334,462.6666666666667
2024-06-01 20:30:00+02:00,653.0,20.626666666666665,73.97,1581.389999999995,61.00666666666667,469.3333333333333
2024-06-01 21:00:00+02:00,654.0,19.98,76.47333333333331,754.9999999999951,62.09,478.6666666666667
2024-06-01 21:30:00+02:00,655.0,19.39,78.83999999999999,229.4433333333285,62.09,487.6666666666667
2024-06-01 22:00:00+02:00,656.0,18.909999999999997,80.98,57.219999999995146,62.09,496.6666666666667
2024-06-01 22:30:00+02:00,657.0,18.369999999999997,83.10666666666667,11.386666666661815,62.09,494.0
2024-06-01 23:00:00+02:00,658.0,18.013333333333332,84.38,0.276666666661816,62.09,490.6666666666667
2024-06-01 23:30:00+02:00,659.0,17.736666666666665,84.81,0.0,62.09,490.3333333333333
2024-06-02 00:00:00+02:00,660.0,17.626666666666665,84.55333333333333,0.0,64.71666666666667,496.6666666666667
2024-06-02 00:30:00+02:00,661.0,17.279999999999998,85.29333333333334,0.0,67.34333333333333,503.3333333333333
2024-06-02 01:00:00+02:00,662.0,17.149999999999995,85.32666666666667,0.0,69.97,513.0
2024-06-02 01:30:00+02:00,663.0,17.039999999999996,85.12333333333333,0.0,69.97,522.3333333333334
2024-06-02 02:00:00+02:00,664.0,17.05333333333333,84.05,0.0,69.97,530.6666666666666
2024-06-02 02:30:00+02:00,665.0,16.80333333333333,84.29333333333334,0.0,69.97,505.3333333333333
2024-06-02 03:00:00+02:00,666.0,16.61,84.63666666666667,0.0,69.97,489.6666666666667
2024-06-02 03:30:00+02:00,667.0,16.216666666666665,85.83,0.0,69.97,450.3333333333333
2024-06-02 04:00:00+02:00,668.0,15.906666666666665,86.95,0.0,71.22333333333334,458.3333333333333
2024-06-02 04:30:00+02:00,669.0,15.549999999999997,88.19999999999999,0.276666666661816,72.47666666666667,464.0
2024-06-02 05:00:00+02:00,670.0,15.493333333333332,87.94333333333333,6.386666666661815,73.73,496.0
2024-06-02 05:30:00+02:00,671.0,15.539999999999997,86.48666666666666,33.05333333332848,73.73,510.0
2024-06-02 06:00:00+02:00,672.0,15.579999999999998,84.78666666666666,112.77666666666181,73.73,517.3333333333334
2024-06-02 06:30:00+02:00,673.0,15.49333333333333,83.52333333333333,261.94333333332844,73.73,510.0
2024-06-02 07:00:00+02:00,674.0,15.436666666666666,82.67999999999999,510.8333333333285,73.73,512.0
2024-06-02 07:30:00+02:00,675.0,15.559999999999997,81.33666666666666,673.8899999999952,73.73,505.6666666666667
2024-06-02 08:00:00+02:00,676.0,15.823333333333332,80.02333333333333,1094.446666666662,71.28666666666668,518.6666666666666
2024-06-02 08:30:00+02:00,677.0,16.243333333333332,77.40333333333334,1729.7233333333286,68.84333333333333,510.3333333333333
2024-06-02 09:00:00+02:00,678.0,16.486666666666665,74.58999999999999,2553.3333333333285,66.4,511.3333333333333
2024-06-02 09:30:00+02:00,679.0,16.67333333333333,72.13333333333333,2679.7233333333284,66.4,506.6666666666667
2024-06-02 10:00:00+02:00,680.0,16.83,71.0,2634.166666666662,66.4,504.3333333333333
2024-06-02 10:30:00+02:00,681.0,17.336666666666662,70.36666666666666,2807.7766666666616,66.4,487.3333333333333
2024-06-02 11:00:00+02:00,682.0,18.289999999999996,68.98666666666666,4073.8866666666618,66.4,455.3333333333333
2024-06-02 11:30:00+02:00,683.0,20.536666666666665,64.21666666666667,7344.999999999995,66.4,426.0
2024-06-02 12:00:00+02:00,684.0,23.263333333333332,57.85333333333333,12463.889999999994,66.18,408.0
2024-06-02 12:30:00+02:00,685.0,25.17333333333333,51.52333333333333,16768.33333333333,65.96,401.3333333333333
2024-06-02 13:00:00+02:00,686.0,25.569999999999997,46.98333333333333,16670.55333333333,65.74,404.0
2024-06-02 13:30:00+02:00,687.0,25.53666666666666,44.78333333333333,14683.609999999995,65.74,421.6666666666667
2024-06-02 14:00:00+02:00,688.0,25.95333333333333,42.309999999999995,12783.333333333328,65.74,432.0
2024-06-02 14:30:00+02:00,689.0,26.706666666666663,41.31333333333333,12749.723333333328,65.74,435.6666666666667
2024-06-02 15:00:00+02:00,690.0,26.653333333333332,40.64666666666667,12832.499999999995,65.74,436.0
2024-06-02 15:30:00+02:00,691.0,27.08,40.78666666666667,13866.109999999995,65.74,446.0
2024-06-02 16:00:00+02:00,692.0,26.333333333333332,41.96666666666667,13923.609999999995,67.31,458.0
2024-06-02 16:30:00+02:00,693.0,26.259999999999994,41.70666666666667,13692.219999999996,68.88,451.6666666666667
2024-06-02 17:00:00+02:00,694.0,24.95,42.77333333333333,11143.053333333328,70.45,450.0
2024-06-02 17:30:00+02:00,695.0,25.549999999999997,41.59666666666667,11918.053333333328,70.45,451.0
2024-06-02 18:00:00+02:00,696.0,27.683333333333334,39.36666666666667,16981.94333333333,70.45,453.3333333333333
2024-06-02 18:30:00+02:00,697.0,28.72666666666667,36.29333333333334,17542.77666666666,70.45,450.6666666666667
2024-06-02 19:00:00+02:00,698.0,28.326666666666668,35.57666666666667,16071.38666666666,70.45,442.3333333333333
2024-06-02 19:30:00+02:00,699.0,25.139999999999997,39.513333333333335,9228.053333333328,70.45,446.0
2024-06-02 20:00:00+02:00,700.0,25.58,40.27,15177.77666666666,68.22,451.0
2024-06-02 20:30:00+02:00,701.0,25.853333333333335,40.75666666666667,17436.94333333333,65.99,466.6666666666667
2024-06-02 21:00:00+02:00,702.0,25.186666666666667,41.48333333333333,15876.943333333329,63.76,456.3333333333333
2024-06-02 21:30:00+02:00,703.0,21.426666666666666,48.88999999999999,6591.943333333328,63.76,461.3333333333333
2024-06-02 22:00:00+02:00,704.0,17.916666666666664,57.37,969.4433333333272,63.76,460.3333333333333
2024-06-02 22:30:00+02:00,705.0,16.103333333333328,63.19666666666666,85.2766666666606,63.76,490.3333333333333
2024-06-02 23:00:00+02:00,706.0,15.32333333333333,65.72,2.7766666666606032,63.76,501.3333333333333
2024-06-02 23:30:00+02:00,707.0,14.776666666666664,66.95,0.0,63.76,517.6666666666666
2024-06-03 00:00:00+02:00,708.0,14.356666666666664,68.33,0.0,66.17666666666666,525.0
2024-06-03 00:30:00+02:00,709.0,14.029999999999996,69.37666666666667,0.0,68.59333333333335,534.0
2024-06-03 01:00:00+02:00,710.0,13.686666666666666,70.54666666666667,0.0,71.01,534.3333333333334
2024-06-03 01:30:00+02:00,711.0,13.386666666666665,71.30333333333334,0.0,71.01,539.6666666666666
2024-06-03 02:00:00+02:00,712.0,13.026666666666664,71.74333333333334,0.0,71.01,547.3333333333334
2024-06-03 02:30:00+02:00,713.0,12.826666666666666,71.51666666666667,0.0,71.01,562.0
2024-06-03 03:00:00+02:00,714.0,12.956666666666665,71.22666666666667,0.0,71.01,567.0
2024-06-03 03:30:00+02:00,715.0,13.256666666666666,71.13,0.0,71.01,571.0
2024-06-03 04:00:00+02:00,716.0,13.636666666666663,71.13333333333333,0.0,67.24000000000001,575.6666666666666
2024-06-03 04:30:00+02:00,717.0,13.856666666666664,71.44666666666666,0.5566666666606034,63.470000000000006,582.0
2024-06-03 05:00:00+02:00,718.0,14.21333333333333,71.96333333333334,11.946666666660605,59.70000000000001,574.3333333333334
2024-06-03 05:30:00+02:00,719.0,14.616666666666665,72.30333333333333,62.50333333332727,59.70000000000001,561.0
2024-06-03 06:00:00+02:00,720.0,15.066666666666663,72.21000000000001,210.00333333332728,59.70000000000001,546.0
2024-06-03 06:30:00+02:00,721.0,15.31333333333333,71.22000000000001,501.66999999999393,59.70000000000001,542.0
2024-06-03 07:00:00+02:00,722.0,15.406666666666665,70.12,914.7233333333273,59.70000000000001,543.6666666666666
2024-06-03 07:30:00+02:00,723.0,15.596666666666664,68.95333333333333,1468.889999999994,59.70000000000001,542.6666666666666
2024-06-03 08:00:00+02:00,724.0,16.179999999999996,68.09333333333332,2099.7233333333274,57.4,526.3333333333334
2024-06-03 08:30:00+02:00,725.0,17.12333333333333,67.39333333333333,2921.1133333333273,55.1,500.3333333333333
2024-06-03 09:00:00+02:00,726.0,17.906666666666663,66.61999999999999,3301.6666666666606,52.79999999999999,479.6666666666667
2024-06-03 09:30:00+02:00,727.0,18.099999999999998,66.1,3310.5533333333274,52.79999999999999,478.3333333333333
2024-06-03 10:00:00+02:00,728.0,18.163333333333327,65.05333333333334,3494.719999999994,52.79999999999999,486.3333333333333
2024-06-03 10:30:00+02:00,729.0,18.139999999999997,63.71666666666667,4462.499999999994,52.79999999999999,496.0
2024-06-03 11:00:00+02:00,730.0,19.50666666666666,60.72666666666667,6964.44666666666,52.79999999999999,471.6666666666667
2024-06-03 11:30:00+02:00,731.0,20.23333333333333,57.666666666666664,7398.889999999995,52.79999999999999,453.3333333333333
2024-06-03 12:00:00+02:00,732.0,21.419999999999998,55.71333333333333,8070.556666666661,54.19,426.6666666666667
2024-06-03 12:30:00+02:00,733.0,22.99333333333333,54.69333333333333,9007.499999999995,55.580000000000005,422.3333333333333
2024-06-03 13:00:00+02:00,734.0,24.219999999999995,52.03,10063.333333333328,56.97,408.6666666666667
2024-06-03 13:30:00+02:00,735.0,25.989999999999995,48.35,14042.219999999996,56.97,407.0
2024-06-03 14:00:00+02:00,736.0,25.28666666666666,43.85666666666666,13924.99666666666,56.97,408.0
2024-06-03 14:30:00+02:00,737.0,26.606666666666666,42.123333333333335,17779.996666666662,56.97,410.3333333333333
2024-06-03 15:00:00+02:00,738.0,27.37666666666666,38.943333333333335,15945.553333333328,56.97,404.3333333333333
2024-06-03 15:30:00+02:00,739.0,29.773333333333326,36.73,17035.833333333325,56.97,405.6666666666667
2024-06-03 16:00:00+02:00,740.0,29.529999999999998,34.74666666666666,13224.446666666661,57.35999999999999,405.6666666666667
2024-06-03 16:30:00+02:00,741.0,27.543333333333326,36.199999999999996,10926.946666666661,57.75,407.6666666666667
2024-06-03 17:00:00+02:00,742.0,24.803333333333327,39.28666666666667,8525.279999999993,58.14000000000001,410.6666666666667
2024-06-03 17:30:00+02:00,743.0,24.75333333333333,41.333333333333336,11055.556666666662,58.14000000000001,411.0
2024-06-03 18:00:00+02:00,744.0,25.429999999999996,41.49666666666667,9987.223333333326,58.14000000000001,411.6666666666667
2024-06-03 18:30:00+02:00,745.0,24.98333333333333,41.51333333333333,7732.499999999993,58.14000000000001,411.6666666666667
2024-06-03 19:00:00+02:00,746.0,22.859999999999996,43.47333333333333,2961.6666666666592,58.14000000000001,413.3333333333333
2024-06-03 19:30:00+02:00,747.0,21.39666666666666,46.02,2243.8899999999926,58.14000000000001,424.3333333333333
2024-06-03 20:00:00+02:00,748.0,21.016666666666662,47.83666666666667,2041.6666666666595,58.25333333333333,435.3333333333333
2024-06-03 20:30:00+02:00,749.0,20.779999999999998,48.39666666666667,1484.1666666666595,58.36666666666667,452.3333333333333
2024-06-03 21:00:00+02:00,750.0,20.326666666666664,48.88333333333333,761.3866666666594,58.48,461.3333333333333
2024-06-03 21:30:00+02:00,751.0,19.82333333333333,49.5,281.10999999999274,58.48,464.3333333333333
2024-06-03 22:00:00+02:00,752.0,19.516666666666662,50.126666666666665,76.6666666666594,58.48,468.0
2024-06-03 22:30:00+02:00,753.0,19.319999999999997,51.01666666666666,16.389999999992725,58.48,471.3333333333333
2024-06-03 23:00:00+02:00,754.0,19.27333333333333,51.99,0.5566666666593907,58.48,482.6666666666667
2024-06-03 23:30:00+02:00,755.0,19.176666666666662,52.96666666666667,0.0,58.48,484.6666666666667
2024-06-04 00:00:00+02:00,756.0,19.08,53.9,0.0,58.38999999999999,488.0
2024-06-04 00:30:00+02:00,757.0,18.819999999999997,54.723333333333336,0.0,58.300000000000004,487.3333333333333
2024-06-04 01:00:00+02:00,758.0,18.599999999999998,55.51333333333333,0.0,58.21,492.0
2024-06-04 01:30:00+02:00,759.0,18.409999999999997,56.120000000000005,0.0,58.21,495.6666666666667
2024-06-04 02:00:00+02:00,760.0,18.353333333333328,56.78,0.0,58.21,501.6666666666667
2024-06-04 02:30:00+02:00,761.0,18.216666666666665,57.60666666666666,0.0,58.21,503.0
2024-06-04 03:00:00+02:00,762.0,17.98,58.376666666666665,0.0,58.21,506.3333333333333
2024-06-04 03:30:00+02:00,763.0,17.813333333333333,59.026666666666664,0.0,58.21,512.6666666666666
2024-06-04 04:00:00+02:00,764.0,17.643333333333327,59.43666666666667,0.0,57.23333333333333,515.0
2024-06-04 04:30:00+02:00,765.0,17.53666666666666,59.98333333333333,0.5566666666593907,56.25666666666666,519.6666666666666
2024-06-04 05:00:00+02:00,766.0,17.366666666666664,60.56333333333333,11.113333333326059,55.28,521.0
2024-06-04 05:30:00+02:00,767.0,17.27333333333333,61.31,63.056666666659396,55.28,531.6666666666666
2024-06-04 06:00:00+02:00,768.0,17.24333333333333,61.876666666666665,206.94333333332608,55.28,541.0
2024-06-04 06:30:00+02:00,769.0,17.326666666666664,62.50666666666667,462.77666666665937,55.28,551.6666666666666
2024-06-04 07:00:00+02:00,770.0,17.569999999999997,62.949999999999996,798.3333333333261,55.28,557.3333333333334
2024-06-04 07:30:00+02:00,771.0,17.949999999999992,63.339999999999996,1330.2799999999927,55.28,553.0
2024-06-04 08:00:00+02:00,772.0,18.546666666666663,63.376666666666665,2069.9999999999927,53.38666666666666,534.6666666666666
2024-06-04 08:30:00+02:00,773.0,19.399999999999995,62.900000000000006,3171.6666666666592,51.49333333333334,507.6666666666667
2024-06-04 09:00:00+02:00,774.0,20.24333333333333,61.906666666666666,4118.053333333326,49.6,484.6666666666667
2024-06-04 09:30:00+02:00,775.0,20.79333333333333,60.76,4917.776666666659,49.6,475.0
2024-06-04 10:00:00+02:00,776.0,22.14333333333333,58.97333333333333,6560.27666666666,49.6,452.6666666666667
2024-06-04 10:30:00+02:00,777.0,23.69333333333333,56.73,8603.333333333327,49.6,435.0
2024-06-04 11:00:00+02:00,778.0,25.97333333333333,54.27666666666667,10933.333333333327,49.6,410.3333333333333
2024-06-04 11:30:00+02:00,779.0,27.456666666666663,51.89333333333334,12141.943333333327,49.6,410.6666666666667
2024-06-04 12:00:00+02:00,780.0,29.45,49.46333333333333,13986.109999999993,51.13666666666666,405.6666666666667
2024-06-04 12:30:00+02:00,781.0,31.476666666666663,46.949999999999996,13612.77666666666,52.67333333333334,401.3333333333333
2024-06-04 13:00:00+02:00,782.0,31.889999999999997,44.666666666666664,12590.27666666666,54.21,411.3333333333333
2024-06-04 13:30:00+02:00,783.0,31.939999999999994,43.04,10716.666666666659,54.21,424.3333333333333
2024-06-04 14:00:00+02:00,784.0,31.346666666666664,41.36666666666667,10562.499999999993,54.21,446.0
2024-06-04 14:30:00+02:00,784.5,31.919999999999995,40.72,10867.084999999988,54.209999999999994,449.5
2024-06-04 15:00:00+02:00,785.5,33.35999999999999,38.345,10465.41499999999,54.21,451.0
2024-06-04 15:30:00+02:00,786.5,38.18499999999999,36.33,15609.999999999989,54.21,437.0
2024-06-04 16:00:00+02:00,787.0,36.349999999999994,35.54,14679.166666666659,55.300000000000004,435.6666666666667
2024-06-04 16:30:00+02:00,788.0,36.50999999999999,34.193333333333335,17691.66666666666,56.38999999999999,438.0
2024-06-04 17:00:00+02:00,789.0,35.449999999999996,32.32333333333333,16413.053333333326,57.48,442.3333333333333
2024-06-04 17:30:00+02:00,790.0,36.53666666666666,30.326666666666664,16494.443333333325,57.48,438.3333333333333
2024-06-04 18:00:00+02:00,791.0,34.916666666666664,29.286666666666665,12848.333333333327,57.48,427.6666666666667
2024-06-04 18:30:00+02:00,792.0,31.509999999999994,30.133333333333336,9406.94666666666,57.48,438.3333333333333
2024-06-04 19:00:00+02:00,793.0,29.99333333333333,31.61,8985.833333333327,57.48,458.0
2024-06-04 19:30:00+02:00,794.0,31.563333333333333,31.41333333333333,13236.109999999993,57.48,461.6666666666667
2024-06-04 20:00:00+02:00,795.0,32.15,30.7,13258.329999999994,57.81333333333333,447.3333333333333
2024-06-04 20:30:00+02:00,796.0,30.519999999999996,31.189999999999998,10987.77666666666,58.14666666666667,436.3333333333333
2024-06-04 21:00:00+02:00,797.0,26.633333333333326,34.23,4208.333333333326,58.48,443.3333333333333
2024-06-04 21:30:00+02:00,798.0,23.929999999999996,37.86666666666667,1898.333333333326,58.48,453.6666666666667
2024-06-04 22:00:00+02:00,799.0,22.30666666666666,40.97333333333333,236.66666666665938,58.48,465.6666666666667
2024-06-04 22:30:00+02:00,800.0,21.75666666666666,43.28333333333333,30.833333333326056,58.48,481.6666666666667
2024-06-04 23:00:00+02:00,801.0,21.299999999999994,46.116666666666674,0.5566666666593907,58.48,477.6666666666667
2024-06-04 23:30:00+02:00,802.0,20.263333333333325,50.03666666666667,0.0,58.48,480.0
2024-06-05 00:00:00+02:00,803.0,19.243333333333325,54.68333333333334,0.0,58.39333333333334,488.3333333333333
2024-06-05 00:30:00+02:00,804.0,18.589999999999993,58.86333333333334,0.0,58.30666666666667,518.3333333333334
2024-06-05 01:00:00+02:00,805.0,18.669999999999998,60.98,0.0,58.22,537.3333333333334
2024-06-05 01:30:00+02:00,806.0,18.61333333333333,62.126666666666665,0.0,58.22,545.6666666666666
2024-06-05 02:00:00+02:00,807.0,18.299999999999997,62.15,0.0,58.22,540.0
2024-06-05 02:30:00+02:00,808.0,17.86333333333333,62.85999999999999,0.0,58.22,537.3333333333334
2024-06-05 03:00:00+02:00,809.0,17.509999999999994,63.24,0.0,58.22,538.6666666666666
2024-06-05 03:30:00+02:00,810.0,17.339999999999993,63.843333333333334,0.0,58.22,551.3333333333334
2024-06-05 04:00:00+02:00,811.0,17.11666666666666,64.50333333333334,0.0,57.49333333333333,556.0
2024-06-05 04:30:00+02:00,812.0,16.97333333333333,65.31,0.5566666666593907,56.76666666666667,560.0
2024-06-05 05:00:00+02:00,813.0,16.899999999999995,66.14333333333333,8.333333333326058,56.04,564.3333333333334
2024-06-05 05:30:00+02:00,814.0,16.606666666666666,67.91666666666667,24.723333333326057,56.04,548.0
2024-06-05 06:00:00+02:00,815.0,15.60333333333333,72.79,166.38999999999274,56.04,528.6666666666666
2024-06-05 06:30:00+02:00,816.0,14.633333333333328,76.90666666666667,418.33666666665937,56.04,518.6666666666666
2024-06-05 07:00:00+02:00,817.0,14.17333333333333,79.08,1016.1133333333261,56.04,532.0
2024-06-05 07:30:00+02:00,818.0,14.703333333333328,77.29,1892.223333333326,56.04,544.3333333333334
2024-06-05 08:00:00+02:00,819.0,15.726666666666661,75.24000000000001,3233.0566666666596,54.14333333333334,533.3333333333334
2024-06-05 08:30:00+02:00,820.0,16.70333333333333,72.05000000000001,4376.946666666659,52.24666666666667,527.0
2024-06-05 09:00:00+02:00,821.0,17.529999999999994,68.9,4938.056666666659,50.35,522.0
2024-06-05 09:30:00+02:00,822.0,18.23333333333333,66.02333333333334,5294.723333333326,50.35,516.0
2024-06-05 10:00:00+02:00,823.0,19.426666666666662,64.13,5939.723333333325,50.35,492.0
2024-06-05 10:30:00+02:00,824.0,20.37666666666666,61.23666666666666,7352.7799999999925,50.35,483.6666666666667
2024-06-05 11:00:00+02:00,825.0,21.866666666666664,58.42666666666667,9105.279999999993,50.35,464.0
2024-06-05 11:30:00+02:00,826.0,23.289999999999996,55.41,10709.166666666659,50.35,467.0
2024-06-05 12:00:00+02:00,827.0,24.95,52.96333333333333,11191.109999999991,53.160000000000004,457.6666666666667
2024-06-05 12:30:00+02:00,828.0,25.763333333333332,50.196666666666665,10808.329999999993,55.970000000000006,468.0
2024-06-05 13:00:00+02:00,829.0,24.956666666666663,48.656666666666666,9533.886666666658,58.78,468.0
2024-06-05 13:30:00+02:00,830.0,24.619999999999994,48.01666666666667,8996.109999999993,58.78,468.0
2024-06-05 14:00:00+02:00,831.0,24.53666666666666,45.053333333333335,8551.109999999991,58.78,456.6666666666667
2024-06-05 14:30:00+02:00,832.0,26.316666666666663,42.31333333333333,10262.77666666666,58.78,446.3333333333333
2024-06-05 15:00:00+02:00,833.0,28.263333333333332,38.85666666666666,11063.88666666666,58.78,437.3333333333333
2024-06-05 15:30:00+02:00,834.0,29.59333333333333,36.586666666666666,14013.609999999993,58.78,448.6666666666667
2024-06-05 16:00:00+02:00,835.0,30.59333333333333,32.51,13621.38666666666,59.94,441.0
2024-06-05 16:30:00+02:00,836.0,30.819999999999993,28.766666666666666,14252.77666666666,61.1,427.3333333333333
2024-06-05 17:00:00+02:00,837.0,29.686666666666664,27.813333333333333,14279.999999999993,62.26,418.3333333333333
2024-06-05 17:30:00+02:00,838.0,31.676666666666662,25.163333333333338,24059.723333333328,62.26,430.0
2024-06-05 18:00:00+02:00,839.0,29.406666666666663,26.3,24347.49999999999,62.26,437.6666666666667
2024-06-05 18:30:00+02:00,840.0,29.58,24.91,23196.10999999999,62.26,427.3333333333333
